specI_cluster	ref-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
specI_v3_01810	ref_mOTU_v25_01810	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	772 Bartonellaceae	773 Bartonella	155194 Bartonella bovis
specI_v3_01329	ref_mOTU_v25_01329	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	1920889 Arthrobacter sp. SW1
specI_v3_09400	ref_mOTU_v25_09400	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	543 Enterobacteriaceae	1906660 Candidatus Mikella	1778264 Candidatus Mikella endobia
specI_v3_03471	ref_mOTU_v25_03471	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72293 Helicobacteraceae	209 Helicobacter	37372 Helicobacter bilis
specI_v3_06104	ref_mOTU_v25_06104	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	255204 Pseudoclavibacter	255205 Pseudoclavibacter helvolus
specI_v3_07248	ref_mOTU_v25_07248	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890431 Chamaesiphonaceae	217161 Chamaesiphon	1173032 Chamaesiphon minutus
specI_v3_11873	ref_mOTU_v25_11873	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	745410 Gallaecimonas	1207039 Gallaecimonas xiamenensis
specI_v3_03152	ref_mOTU_v25_03152	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1470349 Candidatus Stoquefichus	1470350 Candidatus Stoquefichus massiliensis
specI_v3_11603	ref_mOTU_v25_11603	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	84642 Aeromonadaceae	43947 Tolumonas	43948 Tolumonas auensis
specI_v3_08785	ref_mOTU_v25_08785	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706375 Spongiibacteraceae	630749 Spongiibacter	1620392 Spongiibacter sp. IMCC21906
specI_v3_08279	ref_mOTU_v25_08279	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171550 Rikenellaceae	1611681 Mucinivorans	1433126 Mucinivorans hirudinis
specI_v3_09340	ref_mOTU_v25_09340	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	1761883 Prevotella sp. kh1p2
specI_v3_10755	ref_mOTU_v25_10755	2 Bacteria	1117 Cyanobacteria	307596 Gloeobacteria	307595 Gloeobacterales	1890422 Gloeobacteraceae	33071 Gloeobacter	33072 Gloeobacter violaceus
specI_v3_11857	ref_mOTU_v25_11857	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	478070 Labrenzia	735517 Labrenzia suaedae
specI_v3_09372	ref_mOTU_v25_09372	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	28453 Sphingobacterium	1775560 Sphingobacterium sp. CFCC 11742
specI_v3_11154	ref_mOTU_v25_11154	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	274591 Hoeflea	244596 Hoeflea phototrophica
specI_v3_03084	ref_mOTU_v25_03084	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85012 Streptosporangiales	83676 Nocardiopsaceae	2013 Nocardiopsis	239974 Nocardiopsis valliformis
specI_v3_11015	ref_mOTU_v25_11015	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	174951 Ramlibacter	94132 Ramlibacter tataouinensis
specI_v3_03125	ref_mOTU_v25_03125	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	1208599 Bacillus cihuensis
specI_v3_04679	ref_mOTU_v25_04679	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165696 Novosphingobium	1892847 Novosphingobium sp. NDB2Meth1
specI_v3_11172	ref_mOTU_v25_11172	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	1822464 Paraburkholderia	420953 Paraburkholderia megapolitana
specI_v3_00389	ref_mOTU_v25_00389	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	NA Burkholderiales gen. incertae sedis	1895730 Burkholderiales bacterium 68-10
specI_v3_06749	ref_mOTU_v25_06749	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	490567 Arenimonas	375061 Arenimonas donghaensis
specI_v3_04276	ref_mOTU_v25_04276	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	1404244 Corynebacterium glyciniphilum
specI_v3_07753	ref_mOTU_v25_07753	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	83763 Succinivibrionaceae	83768 Succinimonas	83769 Succinimonas amylolytica
specI_v3_11768	ref_mOTU_v25_11768	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	151276 Bacteroides coprosuis
specI_v3_03479	ref_mOTU_v25_03479	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	76123 Prevotella enoeca
specI_v3_05369	ref_mOTU_v25_05369	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	12916 Acidovorax	1736590 Acidovorax sp. Root70
specI_v3_08025	ref_mOTU_v25_08025	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	107401 Tenacibaculum maritimum
specI_v3_06482	ref_mOTU_v25_06482	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	237 Flavobacterium	96345 Flavobacterium psychrophilum
specI_v3_10108	ref_mOTU_v25_10108	2 Bacteria	74201 Verrucomicrobia	414999 Opitutae	415000 Opitutales	134623 Opitutaceae	1961799 Lacunisphaera	1838286 Lacunisphaera limnophila
specI_v3_11446	ref_mOTU_v25_11446	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186804 Peptostreptococcaceae	44259 Filifactor	143361 Filifactor alocis
specI_v3_06873	ref_mOTU_v25_06873	2 Bacteria	201174 Actinobacteria	84992 Acidimicrobiia	84993 Acidimicrobiales	84994 Acidimicrobiaceae	643949 Ferrithrix	209649 Ferrithrix thermotolerans
specI_v3_01178	ref_mOTU_v25_01178	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	41294 Bradyrhizobiaceae	374 Bradyrhizobium	108015 Bradyrhizobium yuanmingense
specI_v3_11699	ref_mOTU_v25_11699	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	655184 Candidatus Thioglobus	655186 uncultured SUP05 cluster bacterium
specI_v3_04630	ref_mOTU_v25_04630	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165697 Sphingopyxis	1502850 Sphingopyxis sp. LC81
specI_v3_09847	ref_mOTU_v25_09847	2 Bacteria	1752722 Candidatus Woesebacteria	NA Candidatus Woesebacteria class incertae sedis	NA Candidatus Woesebacteria order incertae sedis	NA Candidatus Woesebacteria fam. incertae sedis	NA Candidatus Woesebacteria gen. incertae sedis	1802516 Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_10
specI_v3_06575	ref_mOTU_v25_06575	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	1227 Nitrosococcus	473531 Nitrosococcus watsonii
specI_v3_08548	ref_mOTU_v25_08548	2 Bacteria	544448 Tenericutes	NA Tenericutes class incertae sedis	NA Tenericutes order incertae sedis	NA Tenericutes fam. incertae sedis	1912503 Candidatus Izimaplasma	1541959 Candidatus Izimaplasma sp. HR1
specI_v3_06361	ref_mOTU_v25_06361	2157 Archaea	28890 Euryarchaeota	183968 Thermococci	2258 Thermococcales	2259 Thermococcaceae	2263 Thermococcus	311400 Thermococcus kodakarensis
specI_v3_11918	ref_mOTU_v25_11918	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1046 Chromatiaceae	53452 Lamprocystis	61598 Lamprocystis purpurea
specI_v3_03269	ref_mOTU_v25_03269	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	93064 Sphingomonas koreensis
specI_v3_08944	ref_mOTU_v25_08944	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890438 Leptolyngbyaceae	1005722 Phormidesmis	268141 Phormidesmis priestleyi
specI_v3_08943	ref_mOTU_v25_08943	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	1666909 Bacteroidetes bacterium HLUCCA01
specI_v3_00754	ref_mOTU_v25_00754	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	29303 Streptomyces cattleya
specI_v3_07120	ref_mOTU_v25_07120	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	29465 Veillonella	464322 Veillonella magna
specI_v3_09651	ref_mOTU_v25_09651	2 Bacteria	1752720 Candidatus Gottesmanbacteria	NA Candidatus Gottesmanbacteria class incertae sedis	NA Candidatus Gottesmanbacteria order incertae sedis	NA Candidatus Gottesmanbacteria fam. incertae sedis	NA Candidatus Gottesmanbacteria gen. incertae sedis	1798384 Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13
specI_v3_06364	ref_mOTU_v25_06364	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	361177 Altererythrobacter	543877 Altererythrobacter marensis
specI_v3_10476	ref_mOTU_v25_10476	2 Bacteria	1090 Chlorobi	191410 Chlorobia	191411 Chlorobiales	191412 Chlorobiaceae	1091 Chlorobium	1917528 Chlorobium sp. KB01
specI_v3_06231	ref_mOTU_v25_06231	2 Bacteria	976 Bacteroidetes	1853228 Chitinophagia	1853229 Chitinophagales	563835 Chitinophagaceae	354354 Niastella	354355 Niastella yeongjuensis
specI_v3_09429	ref_mOTU_v25_09429	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	1789224 Acinetobacter larvae
specI_v3_02861	ref_mOTU_v25_02861	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	38300 Streptomyces pristinaespiralis
specI_v3_11258	ref_mOTU_v25_11258	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	118969 Legionellales	444 Legionellaceae	445 Legionella	458 Legionella rubrilucens
specI_v3_07030	ref_mOTU_v25_07030	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	433 Acetobacteraceae	125216 Roseomonas	452982 Roseomonas aerilata
specI_v3_04610	ref_mOTU_v25_04610	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	379 Rhizobium	398 Rhizobium tropici
specI_v3_08388	ref_mOTU_v25_08388	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	1775411 Rhodanobacteraceae	1544982 Mizugakiibacter	1475481 Mizugakiibacter sediminis
specI_v3_11932	ref_mOTU_v25_11932	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	79206 Desulfosporosinus	1563 Desulfosporosinus orientis
specI_v3_03126	ref_mOTU_v25_03126	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	1208600 Bacillus sp. FJAT-14578
specI_v3_09185	ref_mOTU_v25_09185	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	1644060 Natrialbales	1644061 Natrialbaceae	NA Natrialbaceae gen. incertae sedis	1729462 Natrialbaceae archaeon Tc-Br11_E2g14
specI_v3_06553	ref_mOTU_v25_06553	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85021 Intrasporangiaceae	265976 Serinicoccus	1078471 Serinicoccus profundi
specI_v3_09908	ref_mOTU_v25_09908	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	NA Desulfobacterales fam. incertae sedis	NA Desulfobacterales gen. incertae sedis	1805129 Desulfobacterales bacterium CG2_30_60_27
specI_v3_08207	ref_mOTU_v25_08207	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	572511 Blautia	180164 Blautia schinkii
specI_v3_00039	ref_mOTU_v25_00039	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	29498 Vibrio tubiashii
specI_v3_07921	ref_mOTU_v25_07921	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	105229 Bacillus fumarioli
specI_v3_10006	ref_mOTU_v25_10006	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	1806892 Acinetobacter pragensis
specI_v3_00494	ref_mOTU_v25_00494	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	747294 Pseudorhodoferax	1736318 Pseudorhodoferax sp. Leaf274
specI_v3_02098	ref_mOTU_v25_02098	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	1654 Actinomyces	272548 Actinomyces dentalis
specI_v3_05200	ref_mOTU_v25_05200	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85016 Cellulomonadaceae	1707 Cellulomonas	1672219 Cellulomonas sp. A375-1
specI_v3_05229	ref_mOTU_v25_05229	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	772 Bartonellaceae	773 Bartonella	1686310 Bartonella apis
specI_v3_03367	ref_mOTU_v25_03367	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	191 Azospirillum	193 Azospirillum lipoferum
specI_v3_10859	ref_mOTU_v25_10859	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	29571 Halomonas subglaciescola
specI_v3_03716	ref_mOTU_v25_03716	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	1265 Ruminococcus flavefaciens
specI_v3_01447	ref_mOTU_v25_01447	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	285473 Streptomyces rubrolavendulae
specI_v3_10440	ref_mOTU_v25_10440	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	31957 Propionibacteriaceae	72763 Tessaracoccus	1906324 Tessaracoccus sp. ZS01
specI_v3_10323	ref_mOTU_v25_10323	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	698776 Cellulosilyticum	1892843 Cellulosilyticum sp. I15G10I2
specI_v3_00935	ref_mOTU_v25_00935	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	1525371 Neorhizobium	399 Neorhizobium galegae
specI_v3_00954	ref_mOTU_v25_00954	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	57494 Nesterenkonia	1881858 Nesterenkonia sp. PF2B19
specI_v3_00699	ref_mOTU_v25_00699	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	1840095 Streptomyces sp. F-3
specI_v3_07272	ref_mOTU_v25_07272	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	2071 Saccharothrix	103731 Saccharothrix espanaensis
specI_v3_03364	ref_mOTU_v25_03364	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	191 Azospirillum	528244 Azospirillum thiophilum
specI_v3_07444	ref_mOTU_v25_07444	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	97050 Ruegeria	1225660 Ruegeria sp. 6PALISEP08
specI_v3_08815	ref_mOTU_v25_08815	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1935206 Rubeoparvulum	1631346 Rubeoparvulum massiliense
specI_v3_04382	ref_mOTU_v25_04382	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	417373 Lactobacillus equigenerosi
specI_v3_11440	ref_mOTU_v25_11440	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	106633 Thioalkalivibrio	545276 Thioalkalivibrio sp. ALJ24
specI_v3_11830	ref_mOTU_v25_11830	2 Bacteria	1297 Deinococcus-Thermus	188787 Deinococci	118964 Deinococcales	183710 Deinococcaceae	1298 Deinococcus	309887 Deinococcus maricopensis
specI_v3_06209	ref_mOTU_v25_06209	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165697 Sphingopyxis	33050 Sphingopyxis macrogoltabida
specI_v3_06957	ref_mOTU_v25_06957	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	119045 Methylobacteriaceae	356797 Neomegalonema	217219 Neomegalonema perideroedes
specI_v3_04011	ref_mOTU_v25_04011	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903414 Morganellaceae	626 Xenorhabdus	40578 Xenorhabdus beddingii
specI_v3_07296	ref_mOTU_v25_07296	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	51363 Mycoplasma auris
specI_v3_06205	ref_mOTU_v25_06205	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	1827195 Caballeronia	326475 Caballeronia telluris
specI_v3_08973	ref_mOTU_v25_08973	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	1671649 Clostridiales bacterium DTU023
specI_v3_10818	ref_mOTU_v25_10818	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	283785 Bizionia	283786 Bizionia paragorgiae
specI_v3_05842	ref_mOTU_v25_05842	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	459520 Neptuniibacter	1806669 Neptuniibacter pectenicola
specI_v3_06820	ref_mOTU_v25_06820	2 Bacteria	1297 Deinococcus-Thermus	188787 Deinococci	118964 Deinococcales	183710 Deinococcaceae	1298 Deinococcus	309886 Deinococcus apachensis
specI_v3_01312	ref_mOTU_v25_01312	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	33882 Microbacterium	273678 Microbacterium hydrocarbonoxydans
specI_v3_10403	ref_mOTU_v25_10403	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	1895928 Chloroflexi bacterium 54-19
specI_v3_11567	ref_mOTU_v25_11567	2157 Archaea	28890 Euryarchaeota	183968 Thermococci	2258 Thermococcales	2259 Thermococcaceae	2263 Thermococcus	582419 Thermococcus paralvinellae
specI_v3_02812	ref_mOTU_v25_02812	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	626931 Bacteroides oleiciplenus
specI_v3_11064	ref_mOTU_v25_11064	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	NA Epsilonproteobacteria order incertae sedis	NA Epsilonproteobacteria fam. incertae sedis	269258 Nitratiruptor	387092 Nitratiruptor sp. SB155-2
specI_v3_10312	ref_mOTU_v25_10312	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	188905 Jannaschia	188906 Jannaschia helgolandensis
specI_v3_00252	ref_mOTU_v25_00252	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	28453 Sphingobacterium	1538644 Sphingobacterium sp. ML3W
specI_v3_06311	ref_mOTU_v25_06311	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	118969 Legionellales	444 Legionellaceae	465 Tatlockia	451 Tatlockia micdadei
specI_v3_07945	ref_mOTU_v25_07945	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	1324350 Acinetobacter equi
specI_v3_11521	ref_mOTU_v25_11521	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	420644 Piscibacillus	571933 Piscibacillus halophilus
specI_v3_06654	ref_mOTU_v25_06654	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	1839 Nocardioides	110319 Nocardioides sp. CF8
specI_v3_02349	ref_mOTU_v25_02349	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85016 Cellulomonadaceae	665568 Paraoerskovia	545619 Paraoerskovia marina
specI_v3_08213	ref_mOTU_v25_08213	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706374 Porticoccaceae	NA Porticoccaceae gen. incertae sedis	1411685 Gammaproteobacteria bacterium MOLA455
specI_v3_11542	ref_mOTU_v25_11542	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	475 Moraxella	1288392 Moraxella porci
specI_v3_01112	ref_mOTU_v25_01112	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	335928 Xanthobacteraceae	6 Azorhizobium	281091 Azorhizobium doebereinerae
specI_v3_03988	ref_mOTU_v25_03988	2 Bacteria	976 Bacteroidetes	1853228 Chitinophagia	1853229 Chitinophagales	563835 Chitinophagaceae	1648511 Cnuella	1302690 Cnuella takakiae
specI_v3_07464	ref_mOTU_v25_07464	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	28453 Sphingobacterium	1229276 Sphingobacterium deserti
