study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB32631	ERP115334	SAMEA5616875	ERS3421057	ERX3429008	ERR3405356	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405356/ERR3405356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405356/ERR3405356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405356/21989_6#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405356/21989_6#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5616882	ERS3421064	ERX3429013	ERR3405361	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405361/ERR3405361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405361/ERR3405361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405361/21989_6#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405361/21989_6#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5616883	ERS3421065	ERX3429014	ERR3405362	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405362/ERR3405362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405362/ERR3405362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405362/21989_6#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405362/21989_6#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5616898	ERS3421080	ERX3429022	ERR3405370	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405370/ERR3405370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405370/ERR3405370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405370/21989_6#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405370/21989_6#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5616906	ERS3421088	ERX3429026	ERR3405374	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405374/ERR3405374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405374/ERR3405374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405374/21989_7#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405374/21989_7#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5617986	ERS3422074	ERX3429036	ERR3405384	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405384/ERR3405384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405384/ERR3405384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405384/21989_7#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405384/21989_7#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5617987	ERS3422075	ERX3429037	ERR3405385	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405385/ERR3405385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405385/ERR3405385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405385/21989_7#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405385/21989_7#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618494	ERS3422582	ERX3429045	ERR3405393	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405393/ERR3405393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405393/ERR3405393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405393/21989_7#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405393/21989_7#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618523	ERS3422611	ERX3429050	ERR3405398	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405398/ERR3405398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405398/ERR3405398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405398/21999_3#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405398/21999_3#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618530	ERS3422618	ERX3429055	ERR3405403	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405403/ERR3405403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405403/ERR3405403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405403/21999_3#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405403/21999_3#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5618533	ERS3422621	ERX3429056	ERR3405404	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405404/ERR3405404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405404/ERR3405404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405404/21999_3#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405404/21999_3#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618534	ERS3422622	ERX3429057	ERR3405405	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405405/ERR3405405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405405/ERR3405405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405405/21999_3#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405405/21999_3#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618531	ERS3422619	ERX3429058	ERR3405406	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405406/ERR3405406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405406/ERR3405406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405406/21999_3#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405406/21999_3#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618539	ERS3422627	ERX3429063	ERR3405411	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405411/ERR3405411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405411/ERR3405411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405411/21999_3#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405411/21999_3#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618543	ERS3422631	ERX3429064	ERR3405412	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405412/ERR3405412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405412/ERR3405412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405412/21999_3#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405412/21999_3#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5618545	ERS3422633	ERX3429066	ERR3405414	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405414/ERR3405414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405414/ERR3405414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405414/21999_3#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405414/21999_3#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618560	ERS3422648	ERX3429070	ERR3405418	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405418/ERR3405418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405418/ERR3405418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405418/21999_3#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405418/21999_3#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618561	ERS3422649	ERX3429071	ERR3405419	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405419/ERR3405419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405419/ERR3405419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405419/21999_3#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405419/21999_3#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5618562	ERS3422650	ERX3429072	ERR3405420	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405420/ERR3405420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405420/ERR3405420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405420/21999_3#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405420/21999_3#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5618570	ERS3422658	ERX3429076	ERR3405424	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405424/ERR3405424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405424/ERR3405424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405424/21999_4#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405424/21999_4#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5618575	ERS3422663	ERX3429077	ERR3405425	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405425/ERR3405425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405425/ERR3405425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405425/21999_4#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405425/21999_4#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618581	ERS3422669	ERX3429083	ERR3405431	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405431/ERR3405431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405431/ERR3405431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405431/21999_4#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405431/21999_4#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5618585	ERS3422673	ERX3429085	ERR3405433	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405433/ERR3405433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405433/ERR3405433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405433/21999_4#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405433/21999_4#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618587	ERS3422675	ERX3429087	ERR3405435	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405435/ERR3405435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405435/ERR3405435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405435/21999_4#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405435/21999_4#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618590	ERS3422678	ERX3429090	ERR3405438	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405438/ERR3405438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405438/ERR3405438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405438/21999_4#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405438/21999_4#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618607	ERS3422695	ERX3429093	ERR3405441	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405441/ERR3405441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405441/ERR3405441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405441/21999_4#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405441/21999_4#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618608	ERS3422696	ERX3429094	ERR3405442	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405442/ERR3405442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405442/ERR3405442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405442/21999_4#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405442/21999_4#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618610	ERS3422698	ERX3429096	ERR3405444	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405444/ERR3405444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405444/ERR3405444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405444/21999_4#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405444/21999_4#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5616913	ERS3421095	ERX3429101	ERR3405449	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405449/ERR3405449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405449/ERR3405449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405449/22178_3#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405449/22178_3#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5616923	ERS3421105	ERX3429105	ERR3405453	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405453/ERR3405453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405453/ERR3405453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405453/22178_3#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405453/22178_3#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5616926	ERS3421108	ERX3429108	ERR3405456	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405456/ERR3405456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405456/ERR3405456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405456/22178_3#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405456/22178_3#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5616928	ERS3421110	ERX3429110	ERR3405458	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405458/ERR3405458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405458/ERR3405458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405458/22178_3#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405458/22178_3#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5616929	ERS3421111	ERX3429111	ERR3405459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405459/ERR3405459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405459/ERR3405459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405459/22178_3#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405459/22178_3#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5616930	ERS3421112	ERX3429112	ERR3405460	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405460/ERR3405460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405460/ERR3405460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405460/22178_3#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405460/22178_3#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5616931	ERS3421113	ERX3429113	ERR3405461	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405461/ERR3405461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405461/ERR3405461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405461/22178_3#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405461/22178_3#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5616936	ERS3421118	ERX3429114	ERR3405462	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405462/ERR3405462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405462/ERR3405462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405462/22178_3#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405462/22178_3#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5616944	ERS3421126	ERX3429121	ERR3405469	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405469/ERR3405469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405469/ERR3405469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405469/22178_4#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405469/22178_4#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5616949	ERS3421131	ERX3429125	ERR3405473	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405473/ERR3405473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405473/ERR3405473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405473/22178_4#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405473/22178_4#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5616952	ERS3421134	ERX3429127	ERR3405475	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405475/ERR3405475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405475/ERR3405475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405475/22178_4#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405475/22178_4#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5617819	ERS3421908	ERX3429137	ERR3405485	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405485/ERR3405485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405485/ERR3405485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405485/22178_4#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405485/22178_4#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5617892	ERS3421981	ERX3429138	ERR3405486	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405486/ERR3405486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405486/ERR3405486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405486/22178_4#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405486/22178_4#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618014	ERS3422102	ERX3429142	ERR3405490	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405490/ERR3405490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405490/ERR3405490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405490/22178_4#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405490/22178_4#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618024	ERS3422112	ERX3429145	ERR3405493	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405493/ERR3405493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405493/ERR3405493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405493/22178_5#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405493/22178_5#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5618034	ERS3422122	ERX3429149	ERR3405497	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405497/ERR3405497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405497/ERR3405497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405497/22178_5#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405497/22178_5#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618036	ERS3422124	ERX3429151	ERR3405499	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405499/ERR3405499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405499/ERR3405499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405499/22178_5#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405499/22178_5#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5618044	ERS3422132	ERX3429156	ERR3405504	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405504/ERR3405504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405504/ERR3405504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405504/22178_5#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405504/22178_5#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618051	ERS3422139	ERX3429162	ERR3405510	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405510/ERR3405510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405510/ERR3405510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405510/22178_5#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405510/22178_5#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618058	ERS3422146	ERX3429166	ERR3405514	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405514/ERR3405514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405514/ERR3405514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405514/22178_5#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405514/22178_5#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618079	ERS3422167	ERX3429167	ERR3405515	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405515/ERR3405515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405515/ERR3405515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405515/22178_5#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405515/22178_5#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5618465	ERS3422553	ERX3429173	ERR3405521	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405521/ERR3405521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405521/ERR3405521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405521/22178_6#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405521/22178_6#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618509	ERS3422597	ERX3429180	ERR3405528	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405528/ERR3405528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405528/ERR3405528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405528/22178_6#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405528/22178_6#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618510	ERS3422598	ERX3429181	ERR3405529	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405529/ERR3405529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405529/ERR3405529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405529/22178_6#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405529/22178_6#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618551	ERS3422639	ERX3429183	ERR3405531	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405531/ERR3405531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405531/ERR3405531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405531/22178_6#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405531/22178_6#15.bam.bai		
