"","asv","homd"
"3712","ASV3712","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"3713","ASV3713","Fusobacterium sp. HMT 203"
"3714","ASV3714","Alloprevotella rava"
"3715","ASV3715","Lachnoanaerobaculum saburreum"
"3716","ASV3716","Selenomonas flueggei"
"3717","ASV3717","Leptotrichia shahii"
"3718","ASV3718","Saccharibacteria (TM7) [G-6] bacterium HMT 870"
"3719","ASV3719","Fusobacterium sp. HMT 203"
"3720","ASV3720","Leptotrichia hongkongensis"
"3721","ASV3721","Lachnospiraceae [G-8] bacterium HMT 500"
"3722","ASV3722","Leptotrichia hongkongensis"
"3723","ASV3723","Arachnia rubra"
"3724","ASV3724","Pseudomonas fluorescens"
"3725","ASV3725","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"3726","ASV3726","Schaalia cardiffensis"
"3727","ASV3727","Prevotella aurantiaca"
"3728","ASV3728","Prevotella salivae"
"3729","ASV3729","Absconditabacteria (SR1) [G-1] bacterium HMT 875"
"3730","ASV3730","Prevotella veroralis"
"3731","ASV3731","Capnocytophaga sp. HMT 326"
"3732","ASV3732","Propionibacterium acidifaciens"
"3733","ASV3733","Streptococcus oralis subsp. dentisani clade 058"
"3734","ASV3734","Bacteroidetes [G-3] bacterium HMT 280"
"3735","ASV3735","Butyrivibrio sp. HMT 090"
"3736","ASV3736","Porphyromonas sp. HMT 278"
"3737","ASV3737","Prevotella scopos"
"3738","ASV3738","Ottowia sp. HMT 894"
"3739","ASV3739","Lachnospiraceae [G-2] bacterium HMT 096"
"3740","ASV3740","Prevotella sp. HMT 317"
"3741","ASV3741","Serratia marcescens"
"3742","ASV3742","Corynebacterium matruchotii"
"3743","ASV3743","Selenomonas sp. HMT 478"
"3744","ASV3744","Staphylococcus caprae"
"3745","ASV3745","Veillonellaceae [G-1] bacterium HMT 155"
"3746","ASV3746","Paenibacillus phoenicis"
"3747","ASV3747","Ruminococcaceae [G-1] bacterium HMT 075"
"3748","ASV3748","Saccharibacteria (TM7) [G-1] bacterium HMT 488"
"3749","ASV3749","Fretibacterium fastidiosum"
"3750","ASV3750","Lactobacillus coleohominis"
"3751","ASV3751","Lactobacillus gasseri"
"3752","ASV3752","Streptococcus constellatus"
"3753","ASV3753","Veillonella dispar"
"3754","ASV3754","Johnsonella ignava"
"3755","ASV3755","Streptococcus sp. HMT 056"
"3756","ASV3756","Streptococcus sanguinis"
"3757","ASV3757","Capnocytophaga sp. HMT 335"
"3758","ASV3758","Fusobacterium nucleatum subsp. vincentii"
"3759","ASV3759","Alloprevotella sp. HMT 473"
"3760","ASV3760","Oribacterium sinus"
"3761","ASV3761","Ottowia sp. HMT 894"
"3762","ASV3762","Saccharibacteria (TM7) [G-1] bacterium HMT 957"
"3763","ASV3763","Clostridiales [F-3][G-1] bacterium HMT 876"
"3764","ASV3764","Johnsonella ignava"
"3765","ASV3765","Bosea vestrisii"
"3766","ASV3766","Pseudomonas pseudoalcaligenes"
"3767","ASV3767","Prevotella scopos"
"3768","ASV3768","Ottowia sp. HMT 894"
"3769","ASV3769","Prevotella pallens"
"3770","ASV3770","Streptococcus pneumoniae"
"3771","ASV3771","Leptotrichia hongkongensis"
"3772","ASV3772","Cardiobacterium hominis"
"3773","ASV3773","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"3774","ASV3774","Fusobacterium nucleatum subsp. vincentii"
"3775","ASV3775","Prevotella oulorum"
"3776","ASV3776","Arachnia rubra"
"3777","ASV3777","Leptotrichia sp. HMT 417"
"3778","ASV3778","Streptococcus oralis subsp. dentisani clade 058"
"3779","ASV3779","Veillonella dispar"
"3780","ASV3780","Streptococcus salivarius"
"3781","ASV3781","Veillonella sp. HMT 917"
"3782","ASV3782","Granulicatella adiacens"
"3783","ASV3783","Lautropia mirabilis"
"3784","ASV3784","Selenomonas dianae"
"3785","ASV3785","Prevotella oulorum"
"3786","ASV3786","Pseudomonas pseudoalcaligenes"
"3787","ASV3787","Streptococcus salivarius"
"3788","ASV3788","Capnocytophaga sp. HMT 380"
"3789","ASV3789","Mycoplasma orale"
"3790","ASV3790","Fusobacterium sp. HMT 203"
"3791","ASV3791","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"3792","ASV3792","Arachnia propionica"
"3793","ASV3793","Prevotella maculosa"
"3794","ASV3794","Prevotella maculosa"
"3795","ASV3795","Veillonella dispar"
"3796","ASV3796","Prevotella melaninogenica"
"3797","ASV3797","Prevotella sp. HMT 317"
"3798","ASV3798","Arachnia rubra"
"3799","ASV3799","Gemella sanguinis"
"3800","ASV3800","Selenomonas sputigena"
"3801","ASV3801","Gracilibacteria (GN02) [G-1] bacterium HMT 871"
"3802","ASV3802","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"3803","ASV3803","Lactobacillus pentosus"
"3804","ASV3804","Bergeyella sp. HMT 322"
"3805","ASV3805","Gracilibacteria (GN02) [G-1] bacterium HMT 872"
"3806","ASV3806","Arachnia propionica"
"3807","ASV3807","Aggregatibacter sp. HMT 512"
"3808","ASV3808","Capnocytophaga sputigena"
"3809","ASV3809","Actinomyces sp. HMT 175"
"3810","ASV3810","Tannerella sp. HMT 808"
"3811","ASV3811","Prevotella sp. HMT 315"
"3812","ASV3812","Prevotella nigrescens"
"3813","ASV3813","Atopobium sp. HMT 199"
"3814","ASV3814","Kingella oralis"
"3815","ASV3815","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"3816","ASV3816","Saccharibacteria (TM7) [G-1] bacterium HMT 488"
"3817","ASV3817","Peptococcus sp. HMT 168"
"3818","ASV3818","Lachnospiraceae [G-7] bacterium HMT 086"
"3819","ASV3819","Bergeyella sp. HMT 900"
"3820","ASV3820","Leptotrichia wadei"
"3821","ASV3821","Sphingomonas echinoides"
"3822","ASV3822","Leptotrichia sp. HMT 215"
"3823","ASV3823","Leptotrichia sp. HMT 225"
"3824","ASV3824","Prevotella sp. HMT 306"
"3825","ASV3825","Alloprevotella sp. HMT 914"
"3826","ASV3826","Veillonella dispar"
"3827","ASV3827","Capnocytophaga sputigena"
"3828","ASV3828","Leptotrichia shahii"
"3829","ASV3829","Arachnia propionica"
"3830","ASV3830","Fusobacterium nucleatum subsp. vincentii"
"3831","ASV3831","Treponema vincentii"
"3832","ASV3832","Burkholderia cepacia"
"3833","ASV3833","Lachnospiraceae [G-2] bacterium HMT 096"
"3834","ASV3834","Veillonella parvula"
"3835","ASV3835","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"3836","ASV3836","Selenomonas flueggei"
"3837","ASV3837","Corynebacterium matruchotii"
"3838","ASV3838","Fusobacterium sp. HMT 203"
"3839","ASV3839","Haemophilus pittmaniae"
"3840","ASV3840","Peptostreptococcus anaerobius"
"3841","ASV3841","Aggregatibacter sp. HMT 513"
"3842","ASV3842","Neisseria cinerea"
"3843","ASV3843","Porphyromonas endodontalis"
"3844","ASV3844","Fusobacterium periodonticum"
"3845","ASV3845","Lautropia mirabilis"
"3846","ASV3846","Lachnoanaerobaculum umeaense"
"3847","ASV3847","Prevotella pleuritidis"
"3848","ASV3848","Arachnia rubra"
"3849","ASV3849","Arachnia propionica"
"3850","ASV3850","Actinomyces sp. HMT 448"
"3851","ASV3851","Saccharibacteria (TM7) [G-5] bacterium HMT 356"
"3852","ASV3852","Peptostreptococcus stomatis"
"3853","ASV3853","Leptotrichia sp. HMT 417"
"3854","ASV3854","Prevotella sp. HMT 306"
"3855","ASV3855","Prevotella sp. HMT 306"
"3856","ASV3856","Leptotrichia hongkongensis"
"3857","ASV3857","Leptotrichia sp. HMT 879"
"3858","ASV3858","Pseudomonas pseudoalcaligenes"
"3859","ASV3859","Staphylococcus caprae"
"3860","ASV3860","Anoxybacillus flavithermus"
"3861","ASV3861","Bacteroides heparinolyticus"
"3862","ASV3862","Paenibacillus phoenicis"
"3863","ASV3863","Lachnoanaerobaculum sp. HMT 083"
"3864","ASV3864","Haemophilus parainfluenzae"
"3865","ASV3865","Veillonella dispar"
"3866","ASV3866","Leptotrichia sp. HMT 417"
"3867","ASV3867","Prevotella sp. HMT 942"
"3868","ASV3868","Arthrospira platensis"
"3869","ASV3869","Streptococcus oralis subsp. dentisani clade 058"
"3870","ASV3870","Lachnospiraceae [G-3] bacterium HMT 100"
"3871","ASV3871","Fusobacterium sp. HMT 205"
"3872","ASV3872","Prevotella oulorum"
"3873","ASV3873","Haemophilus parainfluenzae"
"3874","ASV3874","Veillonella dispar"
"3875","ASV3875","Prevotella sp. HMT 313"
"3876","ASV3876","Mitsuokella sp. HMT 521"
"3877","ASV3877","Treponema socranskii"
"3878","ASV3878","Prevotella oulorum"
"3879","ASV3879","Selenomonas noxia"
"3880","ASV3880","Prevotella oulorum"
"3881","ASV3881","Bacillus anthracis"
"3882","ASV3882","Neisseria flava"
"3883","ASV3883","Fusobacterium nucleatum subsp. animalis"
"3884","ASV3884","Alloprevotella rava"
"3885","ASV3885","Catonella morbi"
"3886","ASV3886","Stenotrophomonas maltophilia"
"3887","ASV3887","Capnocytophaga sp. HMT 338"
"3888","ASV3888","Saccharibacteria (TM7) [G-6] bacterium HMT 870"
"3889","ASV3889","Johnsonella sp. HMT 166"
"3890","ASV3890","Prevotella sp. HMT 317"
"3891","ASV3891","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"3892","ASV3892","Actinomyces sp. HMT 448"
"3893","ASV3893","Prevotella sp. HMT 292"
"3894","ASV3894","Capnocytophaga gingivalis"
"3895","ASV3895","Actinomyces sp. HMT 175"
"3896","ASV3896","Leptotrichia hongkongensis"
"3897","ASV3897","Moraxella sp. HMT 276"
"3898","ASV3898","Prevotella salivae"
"3899","ASV3899","Stomatobaculum longum"
"3900","ASV3900","Lachnoanaerobaculum umeaense"
"3901","ASV3901","Bifidobacterium longum"
"3902","ASV3902","Veillonella dispar"
"3903","ASV3903","Oribacterium asaccharolyticum"
"3904","ASV3904","Prevotella oulorum"
"3905","ASV3905","Scardovia wiggsiae"
"3906","ASV3906","Leptotrichia sp. HMT 417"
"3907","ASV3907","Arachnia propionica"
"3908","ASV3908","Achromobacter xylosoxidans"
"3909","ASV3909","Selenomonas noxia"
"3910","ASV3910","Selenomonas sp. HMT 134"
"3911","ASV3911","Lactobacillus ultunensis"
"3912","ASV3912","Leptotrichia hongkongensis"
"3913","ASV3913","Arthrospira platensis"
"3914","ASV3914","Bosea vestrisii"
"3915","ASV3915","Gemella sanguinis"
"3916","ASV3916","Prevotella oris"
"3917","ASV3917","Bosea vestrisii"
"3918","ASV3918","Lactobacillus acidophilus"
"3919","ASV3919","Saccharibacteria (TM7) [G-6] bacterium HMT 870"
"3920","ASV3920","Ruminococcaceae [G-2] bacterium HMT 085"
"3921","ASV3921","Prevotella salivae"
"3922","ASV3922","Prevotella pallens"
"3923","ASV3923","Veillonella dispar"
"3924","ASV3924","Streptococcus mutans"
"3925","ASV3925","Arachnia propionica"
"3926","ASV3926","Stomatobaculum longum"
"3927","ASV3927","Lachnoanaerobaculum sp. HMT 089"
"3928","ASV3928","Streptococcus sobrinus"
"3929","ASV3929","Lachnoanaerobaculum umeaense"
"3930","ASV3930","Alloprevotella tannerae"
"3931","ASV3931","Peptostreptococcus stomatis"
"3932","ASV3932","Granulicatella adiacens"
"3933","ASV3933","Neisseria cinerea"
"3934","ASV3934","Leptotrichia sp. HMT 417"
"3935","ASV3935","Prevotella histicola"
"3936","ASV3936","Eggerthia catenaformis"
"3937","ASV3937","Selenomonas artemidis"
"3938","ASV3938","Neisseria weaveri"
"3939","ASV3939","Prevotella oris"
"3940","ASV3940","Ochrobactrum anthropi"
"3941","ASV3941","Bacteroides pyogenes"
"3942","ASV3942","Corynebacterium matruchotii"
"3943","ASV3943","Leptotrichia hongkongensis"
"3944","ASV3944","Bacillus clausii"
"3945","ASV3945","Neisseria cinerea"
"3946","ASV3946","Kingella sp. HMT 012"
"3947","ASV3947","Dietzia cinnamea"
"3948","ASV3948","Cutibacterium acnes"
"3949","ASV3949","Leptotrichia shahii"
"3950","ASV3950","Gracilibacteria (GN02) [G-1] bacterium HMT 872"
"3951","ASV3951","Peptostreptococcaceae [XI][G-3] bacterium HMT 495"
"3952","ASV3952","Alloprevotella sp. HMT 913"
"3953","ASV3953","Granulicatella adiacens"
"3954","ASV3954","Leptotrichia hongkongensis"
"3955","ASV3955","Arachnia propionica"
"3956","ASV3956","Lachnoanaerobaculum orale"
"3957","ASV3957","Fusobacterium nucleatum subsp. vincentii"
"3958","ASV3958","Streptococcus sinensis"
"3959","ASV3959","Prevotella pallens"
"3960","ASV3960","Bifidobacterium longum"
"3961","ASV3961","Fusobacterium periodonticum"
"3962","ASV3962","Prevotella sp. HMT 306"
"3963","ASV3963","Lachnospiraceae [G-2] bacterium HMT 088"
"3964","ASV3964","Peptostreptococcus stomatis"
"3965","ASV3965","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"3966","ASV3966","Selenomonas sp. HMT 138"
"3967","ASV3967","Sneathia sanguinegens"
"3968","ASV3968","Acidovorax temperans"
"3969","ASV3969","Veillonella parvula"
"3970","ASV3970","Burkholderia cepacia"
"3971","ASV3971","Prevotella sp. HMT 820"
"3972","ASV3972","Enterococcus faecalis"
"3973","ASV3973","Cupriavidus gilardii"
"3974","ASV3974","Alloprevotella sp. HMT 308"
"3975","ASV3975","Leptotrichia sp. HMT 212"
"3976","ASV3976","Alloprevotella sp. HMT 912"
"3977","ASV3977","Rhodocyclus sp. HMT 028"
"3978","ASV3978","Lachnoanaerobaculum orale"
"3979","ASV3979","Fusobacterium nucleatum subsp. animalis"
"3980","ASV3980","Serratia marcescens"
"3981","ASV3981","Leptotrichia hongkongensis"
"3982","ASV3982","Prevotella oulorum"
"3983","ASV3983","Prevotella denticola"
"3984","ASV3984","Prevotella sp. HMT 305"
"3985","ASV3985","Alloprevotella sp. HMT 914"
"3986","ASV3986","Leptotrichia sp. HMT 221"
"3987","ASV3987","Streptococcus salivarius"
"3988","ASV3988","Veillonella parvula"
"3989","ASV3989","Prevotella nigrescens"
"3990","ASV3990","Alloprevotella sp. HMT 473"
"3991","ASV3991","Selenomonas sputigena"
"3992","ASV3992","Lachnospiraceae [G-2] bacterium HMT 088"
"3993","ASV3993","Dietzia cinnamea"
"3994","ASV3994","Capnocytophaga granulosa"
"3995","ASV3995","Catonella morbi"
"3996","ASV3996","Burkholderia cepacia"
"3997","ASV3997","Acidovorax ebreus"
"3998","ASV3998","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"3999","ASV3999","Alloprevotella sp. HMT 914"
"4000","ASV4000","Streptococcus salivarius"
"4001","ASV4001","Capnocytophaga gingivalis"
"4002","ASV4002","Parvimonas micra"
"4003","ASV4003","Prevotella nigrescens"
"4004","ASV4004","Peptostreptococcus stomatis"
"4005","ASV4005","Tannerella sp. HMT 808"
"4006","ASV4006","Saccharibacteria (TM7) [G-5] bacterium HMT 356"
"4007","ASV4007","Treponema sp. HMT 230"
"4008","ASV4008","Leptotrichia sp. HMT 221"
"4009","ASV4009","Prevotella nanceiensis"
"4010","ASV4010","Fusobacterium nucleatum subsp. animalis"
"4011","ASV4011","Tannerella sp. HMT 808"
"4012","ASV4012","Prevotella oulorum"
"4013","ASV4013","Prevotella micans"
"4014","ASV4014","Bacteroidetes [G-7] bacterium HMT 911"
"4015","ASV4015","Lachnospiraceae [G-2] bacterium HMT 096"
"4016","ASV4016","Veillonella sp. HMT 780"
"4017","ASV4017","Fusobacterium sp. HMT 203"
"4018","ASV4018","Rhodocyclus sp. HMT 028"
"4019","ASV4019","Klebsiella pneumoniae"
"4020","ASV4020","Leptotrichia hongkongensis"
"4021","ASV4021","Alloprevotella sp. HMT 473"
"4022","ASV4022","Stenotrophomonas maltophilia"
"4023","ASV4023","Streptococcus oralis subsp. dentisani clade 058"
"4024","ASV4024","Prevotella sp. HMT 305"
"4025","ASV4025","Prevotella melaninogenica"
"4026","ASV4026","Prevotella sp. HMT 306"
"4027","ASV4027","Tannerella sp. HMT 808"
"4028","ASV4028","Agrobacterium tumefaciens"
"4029","ASV4029","Granulicatella adiacens"
"4030","ASV4030","Leptotrichia hofstadii"
"4031","ASV4031","Cardiobacterium hominis"
"4032","ASV4032","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"4033","ASV4033","Capnocytophaga leadbetteri"
"4034","ASV4034","Veillonella dispar"
"4035","ASV4035","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"4036","ASV4036","Arachnia rubra"
"4037","ASV4037","Prevotella sp. HMT 315"
"4038","ASV4038","Prevotella sp. HMT 301"
"4039","ASV4039","Streptococcus oralis subsp. dentisani clade 058"
"4040","ASV4040","Prevotella sp. HMT 313"
"4041","ASV4041","Fusobacterium periodonticum"
"4042","ASV4042","Lachnospiraceae [G-2] bacterium HMT 096"
"4043","ASV4043","Streptococcus sinensis"
"4044","ASV4044","Streptococcus sp. HMT 056"
"4045","ASV4045","Veillonella dispar"
"4046","ASV4046","Leptotrichia sp. HMT 417"
"4047","ASV4047","Prevotella oulorum"
"4048","ASV4048","Lactobacillus gasseri"
"4049","ASV4049","Fusobacterium sp. HMT 203"
"4050","ASV4050","Leptotrichia hongkongensis"
"4051","ASV4051","Cupriavidus gilardii"
"4052","ASV4052","Prevotella nanceiensis"
"4053","ASV4053","Lachnospiraceae [G-2] bacterium HMT 088"
"4054","ASV4054","Neisseria flava"
"4055","ASV4055","Bacillus anthracis"
"4056","ASV4056","Leptotrichia hongkongensis"
"4057","ASV4057","Absconditabacteria (SR1) [G-1] bacterium HMT 345"
"4058","ASV4058","Leptotrichia shahii"
"4059","ASV4059","Prevotella histicola"
"4060","ASV4060","Saccharibacteria (TM7) [G-1] bacterium HMT 957"
"4061","ASV4061","Leptotrichia hongkongensis"
"4062","ASV4062","Arachnia propionica"
"4063","ASV4063","Bergeyella sp. HMT 322"
"4064","ASV4064","Fusobacterium nucleatum subsp. vincentii"
"4065","ASV4065","Arachnia propionica"
"4066","ASV4066","Prevotella aurantiaca"
"4067","ASV4067","Lachnoanaerobaculum umeaense"
"4068","ASV4068","Veillonella dispar"
"4069","ASV4069","Leptotrichia sp. HMT 417"
"4070","ASV4070","Bacteroides heparinolyticus"
"4071","ASV4071","Prevotella sp. HMT 313"
"4072","ASV4072","Veillonella dispar"
"4073","ASV4073","Afipia broomeae"
"4074","ASV4074","Ruminococcaceae [G-1] bacterium HMT 075"
"4075","ASV4075","Streptococcus intermedius"
"4076","ASV4076","Veillonella sp. HMT 780"
"4077","ASV4077","Bergeyella sp. HMT 322"
"4078","ASV4078","Mitsuokella multacida"
"4079","ASV4079","Prevotella loescheii"
"4080","ASV4080","Arachnia propionica"
"4081","ASV4081","Anoxybacillus flavithermus"
"4082","ASV4082","Fusobacterium nucleatum subsp. vincentii"
"4083","ASV4083","Prevotella oulorum"
"4084","ASV4084","Treponema vincentii"
"4085","ASV4085","Klebsiella pneumoniae"
"4086","ASV4086","Sphingomonas echinoides"
"4087","ASV4087","Prevotella nanceiensis"
"4088","ASV4088","Treponema sp. HMT 262"
"4089","ASV4089","Catonella morbi"
"4090","ASV4090","Lachnospiraceae [G-2] bacterium HMT 088"
"4091","ASV4091","Sneathia sanguinegens"
"4092","ASV4092","Prevotella nigrescens"
"4093","ASV4093","Alloprevotella sp. HMT 912"
"4094","ASV4094","Saccharibacteria (TM7) [G-1] bacterium HMT 957"
"4095","ASV4095","Prevotella sp. HMT 313"
"4096","ASV4096","Streptococcus sanguinis"
"4097","ASV4097","Lactobacillus sp. HMT 052"
"4098","ASV4098","Abiotrophia defectiva"
"4099","ASV4099","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"4100","ASV4100","Stomatobaculum longum"
"4101","ASV4101","Oribacterium parvum"
"4102","ASV4102","Streptococcus sp. HMT 056"
"4103","ASV4103","Aggregatibacter sp. HMT 512"
"4104","ASV4104","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"4105","ASV4105","Campylobacter concisus"
"4106","ASV4106","Pseudomonas luteola"
"4107","ASV4107","Lachnoanaerobaculum orale"
"4108","ASV4108","Listeria monocytogenes"
"4109","ASV4109","Butyrivibrio sp. HMT 090"
"4110","ASV4110","Cutibacterium acnes"
"4111","ASV4111","Neisseria flava"
"4112","ASV4112","Capnocytophaga sputigena"
"4113","ASV4113","Corynebacterium coyleae"
"4114","ASV4114","Anoxybacillus flavithermus"
"4115","ASV4115","Leptotrichia wadei"
"4116","ASV4116","Janibacter indicus"
"4117","ASV4117","Bacteroidetes [G-5] bacterium HMT 505"
"4118","ASV4118","Peptostreptococcaceae [XI][G-7] bacterium HMT 081"
"4119","ASV4119","Leptotrichia hongkongensis"
"4120","ASV4120","Prevotella salivae"
"4121","ASV4121","Alloprevotella rava"
"4122","ASV4122","Leptotrichia hongkongensis"
"4123","ASV4123","Tannerella sp. HMT 808"
"4124","ASV4124","Veillonella dispar"
"4125","ASV4125","Arachnia propionica"
"4126","ASV4126","Arachnia propionica"
"4127","ASV4127","Prevotella histicola"
"4128","ASV4128","Treponema sp. HMT 254"
"4129","ASV4129","Stomatobaculum sp. HMT 910"
"4130","ASV4130","Lactobacillus acidophilus"
"4131","ASV4131","Bergeyella sp. HMT 907"
"4132","ASV4132","Treponema sp. HMT 231"
"4133","ASV4133","Prevotella veroralis"
"4134","ASV4134","Arachnia propionica"
"4135","ASV4135","Erysipelotrichaceae [G-1] bacterium HMT 905"
"4136","ASV4136","Fusobacterium nucleatum subsp. animalis"
"4137","ASV4137","Haemophilus parainfluenzae"
"4138","ASV4138","Fusobacterium nucleatum subsp. vincentii"
"4139","ASV4139","Prevotella micans"
"4140","ASV4140","Streptococcus salivarius"
"4141","ASV4141","Haemophilus parainfluenzae"
"4142","ASV4142","Prevotella salivae"
"4143","ASV4143","Capnocytophaga sp. HMT 336"
"4144","ASV4144","Lautropia mirabilis"
"4145","ASV4145","Saccharibacteria (TM7) [G-1] bacterium HMT 349"
"4146","ASV4146","Prevotella sp. HMT 317"
"4147","ASV4147","Tannerella sp. HMT 808"
"4148","ASV4148","Selenomonas dianae"
"4149","ASV4149","Capnocytophaga sp. HMT 326"
"4150","ASV4150","Selenomonas noxia"
"4151","ASV4151",NA
"4152","ASV4152","Porphyromonas sp. HMT 278"
"4153","ASV4153","Neisseria flava"
"4154","ASV4154","Porphyromonas endodontalis"
"4155","ASV4155","Aggregatibacter sp. HMT 512"
"4156","ASV4156","Erysipelotrichaceae [G-1] bacterium HMT 905"
"4157","ASV4157","Caulobacter sp. HMT 002"
"4158","ASV4158","Segetibacter aerophilus"
